OpeningDate,Title,Studio,OpeningGross,OpeningTheaters,TotalGross,TotalTheaters,GrossRatio,Stamina
1999-07-14,Muppets from Space,Sony,4826049,2265,16625807,2265,3.445014130606631,Strong
1999-07-09,American Pie,Universal,18709680,2508,102561004,2544,5.481708078385092,Strong
1999-07-09,Arlington Road,Sony,7515145,1631,24756177,1631,3.294171569543901,Weak
1999-07-02,Summer of Sam,Buena Vista,5952452,1536,19288130,1536,3.2403671629775426,Weak
1999-06-30,"South Park - Bigger, Longer and Uncut",Paramount,11335889,2128,52037603,2128,4.590518044063416,Strong
1999-06-30,Wild Wild West,Warner Brothers,27687484,3342,113804681,3342,4.1103294542761635,Strong
1999-06-25,Big Daddy,Sony,41536370,3027,163479795,3254,3.9358228704145306,Strong
1999-06-18,An Ideal Husband,Miramax,192802,10,18542974,772,96.17625335836765,Stronger
1999-06-18,Run Lola Run,Other,123643,12,7267585,172,58.77878246241195,Stronger
1999-06-18,The General's Daughter,Paramount,22332053,2856,102705852,2858,4.599033147557011,Strong
1999-06-16,Tarzan,Buena Vista,34221968,3005,171091819,3131,4.999473408425839,Strong
1999-06-11,Austin Powers: The Spy Who Shagged Me,Other,54917604,3312,206040086,3314,3.7518039934881355,Strong
1999-06-04,Instinct,Buena Vista,10390387,2059,34105207,2129,3.2823808198866895,Weak
1999-06-04,Limbo,Sony,139634,15,2160710,111,15.47409656673876,Stronger
1999-05-28,Notting Hill,Universal,21811180,2747,116089678,2786,5.322484982472291,Strong
1999-05-28,The Thirteenth Floor,Sony,3322416,1815,11916661,1815,3.586745609219315,Strong
1999-05-21,Besieged,Other,159289,36,2048740,153,12.861779532798876,Stronger
1999-05-21,The Love Letter,Other,2692819,769,8302478,817,3.0831920006506195,Weak
1999-05-21,Trekkies,Other,125636,339,318246,339,2.53307969053456,Weak
1999-05-19,Star Wars: Episode I - The Phantom Menace,Fox,64820970,2970,431088295,3126,6.650444987170047,Stronger
1999-05-14,A Midsummer Night's Dream,Other,4285620,1080,16071990,1099,3.7502135046971032,Strong
1999-05-14,Black Mask,Other,4449692,979,12504289,988,2.8101470843375225,Weak
1999-05-14,Tea with Mussolini,MGM,1633183,270,14401563,284,8.818095094058657,Stronger
1999-05-14,Trippin',Other,2527909,777,9017070,781,3.5670073566730447,Strong
1999-05-07,The Castle,Miramax,29452,257,877621,257,29.798349857395085,Stronger
1999-05-07,The Mummy,Universal,43369635,3210,155385488,3411,3.582817517371313,Strong
1999-04-30,Entrapment,Fox,20145595,2814,87704396,2879,4.353527210290885,Strong
1999-04-30,Idle Hands,Sony,1807181,1611,4152230,1611,2.297628184448597,Weaker
1999-04-30,The Winslow Boy,Other,80553,6,3957934,141,49.134532543791046,Stronger
1999-04-23,Election,Paramount,119080,6,14902041,827,125.14310547531072,Stronger
1999-04-23,eXistenZ,Miramax,810262,256,2856712,256,3.525664538137047,Strong
1999-04-23,Lost and Found (1999),Warner Brothers,3024709,2469,6552255,2469,2.1662430997494306,Weaker
1999-04-23,Pushing Tin,Fox,3555032,1283,8408835,1284,2.3653331390547256,Weaker
1999-04-16,Goodbye Lover,Warner Brothers,1011175,865,1940299,865,1.9188557865849136,Weaker
1999-04-16,Life,Universal,20414775,2594,63886029,2613,3.129401573125347,Weak
1999-04-16,SLC Punk!,Other,36218,19,299569,137,8.271273952178475,Stronger
1999-04-09,Foolish,Other,2184633,305,6033999,410,2.762019524560876,Weak
1999-04-09,Go,Sony,4706795,1563,16943454,1563,3.5997858415333575,Strong
1999-04-09,Never Been Kissed,Fox,11836707,2455,55474756,2500,4.686671385884605,Strong
1999-04-09,Twin Dragons,Miramax,2829990,1129,8359717,1131,2.9539740423111036,Weak
1999-04-02,Cookie's Fortune,Other,186828,10,10920544,559,58.45239471599546,Stronger
1999-04-02,The Out-of-Towners,Paramount,8224215,2102,28544120,2128,3.470740976494413,Strong
1999-03-31,10 Things I Hate About You,Buena Vista,8330681,2271,38178166,2311,4.582838545852374,Strong
1999-03-31,The Matrix,Warner Brothers,27788331,2849,171479930,2903,6.170933043801731,Stronger
1999-03-26,A Walk on the Moon,Miramax,78709,7,4750660,246,60.35726536990687,Stronger
1999-03-26,Doug's First Movie,Buena Vista,4470489,2268,19440089,2268,4.348537486614999,Strong
1999-03-26,EDtv,Universal,8311290,2627,22431897,2631,2.698966947369181,Weak
1999-03-26,The Mod Squad,MGM,6064716,2290,13263993,2290,2.1870757014837956,Weaker
1999-03-19,Forces of Nature,Other,13510728,2058,52888180,2335,3.914532214696351,Strong
1999-03-19,Ravenous,Fox,1040727,1040,2062405,1040,1.9816964487324726,Weaker
1999-03-19,The King and I (1999),Warner Brothers,4007565,2352,11993021,2352,2.992595503753526,Weak
1999-03-19,True Crime,Warner Brothers,5276109,1852,16649768,1852,3.1556906803858675,Weak
1999-03-12,Baby Geniuses,Sony,5613587,1689,27250736,1702,4.854424808950142,Strong
1999-03-12,The Corruptor,Other,5765300,1804,15164492,1804,2.630304060499887,Weak
1999-03-12,The Deep End of the Ocean,Sony,5558400,1907,13898649,1907,2.5004765759930914,Weak
1999-03-12,The Rage: Carrie 2,MGM,7065123,2286,17762705,2286,2.514139527365624,Weak
1999-03-12,Wing Commander,Fox,5114365,2019,11578059,2019,2.2638311892092178,Weaker
1999-03-05,Analyze This,Warner Brothers,18383507,2518,106885658,2537,5.814214774145108,Strong
1999-03-05,Cruel Intentions,Sony,13020565,2312,38328567,2312,2.9436946092585075,Weak
1999-03-05,"Lock, Stock and Two Smoking Barrels",Other,143321,8,3753929,161,26.19245609505934,Stronger
1999-02-26,200 Cigarettes,Paramount,3244277,976,6852450,978,2.112165514843523,Weaker
1999-02-26,8MM,Sony,14252888,2370,36663315,2370,2.5723428823688224,Weak
1999-02-26,The Other Sister,Buena Vista,6624445,1343,27807627,1863,4.197729319210892,Strong
1999-02-19,Jawbreaker,Sony,1603425,801,3117085,801,1.9440167142211204,Weaker
1999-02-19,October Sky,Universal,5905250,1495,32547800,1702,5.511671817450574,Strong
1999-02-19,Office Space,Fox,4231727,1740,10827810,1740,2.5587212974750027,Weak
1999-02-12,Blast from the Past,Other,7771066,2542,26511114,2544,3.411515743142575,Strong
1999-02-12,Message in a Bottle,Warner Brothers,16751560,2538,52880016,2545,3.1567218814247746,Weak
1999-02-12,My Favorite Martian,Buena Vista,8828586,2275,36850101,2349,4.1739527711459115,Strong
1999-02-12,Unconditional Love,Other,73001,102,115202,102,1.5780879713976521,Weaker
1999-02-05,Payback,Paramount,21221526,2729,81526121,2855,3.841670999531325,Strong
1999-02-05,Simply Irresistible,Fox,2232686,1359,4398989,1359,1.9702676507130872,Weaker
1999-01-29,She's All That,Miramax,16065430,2222,63366989,2654,3.9443070618091145,Strong
1999-01-22,Gloria,Sony,2143089,1527,4197729,1527,1.9587282656016618,Weaker
1999-01-15,At First Sight,MGM,8444321,1814,22365133,1838,2.6485413095973023,Weak
1999-01-15,In Dreams,Other,3992449,1670,12017369,1682,3.0100244236056617,Weak
1999-01-15,Varsity Blues,Paramount,15204148,2121,52894169,2364,3.4789301577437945,Strong
1999-01-15,Virus,Universal,6013640,2018,14036005,2018,2.334028142688954,Weaker
1999-01-01,Playing by Heart,Miramax,26669,1,3970078,308,148.8648993213094,Stronger
1998-12-30,Affliction,Other,63979,3,6330054,335,98.93955829256475,Stronger
1998-12-30,Hilary and Jackie,Other,92956,6,4912892,300,52.851800852016005,Stronger
1998-12-25,A Civil Action,Buena Vista,70079,2,56709981,2319,809.2293126328857,Stronger
1998-12-25,Down in the Delta,Miramax,1080775,416,5672903,417,5.248921375864541,Strong
1998-12-25,Mighty Joe Young,Buena Vista,10602042,2502,50632037,2559,4.775687268546946,Strong
1998-12-25,Patch Adams,Universal,25262280,2712,135026902,2909,5.345000609604517,Strong
1998-12-25,Stepmom,Sony,19142440,2358,91137662,2503,4.761026389530279,Strong
1998-12-25,The Faculty,Miramax,11633495,2365,40283321,2365,3.4627015355230735,Strong
1998-12-25,The Thin Red Line,Fox,282534,5,36400491,1657,128.835789674871,Stronger
1998-12-18,The Prince of Egypt,Other,14524321,3118,101413188,3218,6.982301479015783,Stronger
1998-12-18,You've Got Mail,Warner Brothers,18426749,2691,115821495,2948,6.285508908815115,Stronger
1998-12-11,A Simple PlanÂ,Paramount,390563,31,16316273,675,41.77628961268733,Stronger
1998-12-11,Jack Frost,Warner Brothers,7104125,2152,34562556,2152,4.865139056534056,Strong
1998-12-11,Rushmore,Buena Vista,43666,2,17105219,830,391.728553107681,Stronger
1998-12-11,Shakespeare in Love,Miramax,224012,8,100317794,2030,447.82330410870844,Stronger
1998-12-11,Star Trek: Insurrection,Paramount,22052836,2620,70187658,2677,3.182704392305824,Weak
1998-12-04,Little Voice,Miramax,93722,6,4611784,215,49.20705917500693,Stronger
1998-12-04,Psycho (1998),Universal,10031850,2477,21456130,2489,2.1388009190727533,Weaker
1998-11-27,Home Fries,Warner Brothers,3784023,1925,10459961,1925,2.7642435048624177,Weak
1998-11-27,Ringmaster,Other,3344022,1312,9257103,1320,2.768254216030875,Weak
1998-11-27,Very Bad Things,Other,3245853,1260,9898412,1260,3.049556464818339,Weak
1998-11-25,Babe: Pig in the City,Universal,6162640,2384,18319860,2387,2.972729219944699,Weak
1998-11-20,A Bug's Life,Buena Vista,291121,1,162798565,2773,559.2127156749256,Stronger
1998-11-20,Celebrity,Miramax,1588013,493,5078660,493,3.198122433506527,Weak
1998-11-20,Central Station,Other,35708,2,5596708,144,156.73540943206004,Stronger
1998-11-20,Enemy of the State,Buena Vista,20038573,2393,111549836,2517,5.566755477049189,Strong
1998-11-20,The Rugrats Movie,Paramount,27321470,2782,100494675,2832,3.678230893140084,Strong
1998-11-20,Waking Ned Devine,Other,148971,9,24792251,540,166.42333742809004,Stronger
1998-11-13,I Still Know What You Did Last Summer,Sony,16520038,2443,40002112,2473,2.421429781214789,Weaker
1998-11-13,I'll Be Home for Christmas,Buena Vista,3898293,1759,12214338,1776,3.1332529391710677,Weak
1998-11-13,Meet Joe Black,Universal,15017995,2503,44619100,2527,2.971042406126783,Weak
1998-11-06,Belly,Other,3454776,600,9639390,630,2.7901635301391465,Weak
1998-11-06,ElizabethÂ,Other,275131,9,30082699,624,109.33954734290211,Stronger
1998-11-06,Gods and Monsters,Other,75508,6,6451628,149,85.44297293002066,Stronger
1998-11-06,The Red Violin,Other,47415,10,9495408,261,200.26168933881684,Stronger
1998-11-06,The Siege,Fox,13931285,2541,40981289,2582,2.9416732914444,Weak
1998-11-06,The Waterboy,Buena Vista,39414071,2664,161491646,2782,4.097309460877563,Strong
1998-11-06,The Wizard of Oz (1998 re-issue),Warner Brothers,5354311,1879,14817226,1882,2.767345042153883,Weak
1998-10-30,American History X,Other,156076,17,6719864,513,43.05507573233553,Stronger
1998-10-30,John Carpenter's Vampires,Sony,9106497,1793,20308772,1793,2.2301409641929273,Weaker
1998-10-30,Living Out Loud,Other,169747,8,12905901,1087,76.0302155560923,Stronger
1998-10-23,Apt Pupil,Sony,3583151,1448,8863193,1448,2.4735750740060913,Weak
1998-10-23,Life Is Beautiful,Miramax,118920,6,57247384,1136,481.3940800538177,Stronger
1998-10-23,Pleasantville,Other,8855063,1636,40584421,1773,4.583188284487643,Strong
1998-10-23,Soldier,Warner Brothers,6447237,2507,14594226,2507,2.263640378041012,Weaker
1998-10-16,Beloved,Buena Vista,8165551,1501,22852487,1571,2.798646043604406,Weak
1998-10-16,Bride of Chucky,Universal,11830855,2412,32383850,2467,2.7372366578746843,Weak
1998-10-16,Practical Magic,Warner Brothers,13104694,2652,46683377,2652,3.5623401050035963,Strong
1998-10-09,Holy Man,Buena Vista,5106919,2013,12069719,2013,2.363405215551686,Weaker
1998-10-09,One Tough Cop,Other,651350,415,1223034,415,1.8776909495662855,Weaker
1998-10-09,The Mighty,Miramax,87705,9,2652246,518,30.240533606977937,Stronger
1998-10-02,A Night at the Roxbury,Paramount,9604791,1865,30331165,2169,3.157920354539729,Weak
1998-10-02,Antz,Other,17195160,2449,90757863,2929,5.278105176107696,Strong
1998-10-02,Strangeland,Other,373288,315,713239,315,1.910693619939564,Weaker
1998-10-02,The Impostors,Other,308767,66,2198044,162,7.118778885049244,Stronger
1998-10-02,What Dreams May Come,Other,15833592,2526,55382927,2531,3.4978119304829884,Strong
1998-09-25,Clay Pigeons,Other,167364,19,1794086,297,10.719664921966492,Stronger
1998-09-25,Pecker,Other,541646,184,2281761,184,4.212642574670541,Strong
1998-09-25,Ronin,MGM,12697641,2487,41616262,2487,3.2774798090448454,Weak
1998-09-25,Urban Legend,Sony,10515444,2257,38072438,2257,3.6206210598430273,Strong
1998-09-18,A Soldier's Daughter Never Cries,Other,39517,5,1782005,149,45.09464281195435,Stronger
1998-09-18,One True Thing,Universal,6606455,1590,23245840,1636,3.5186556178767585,Strong
1998-09-18,Rush Hour,Other,33001803,2638,141186864,2724,4.278156075290796,Strong
1998-09-11,Rounders,Miramax,8459126,2176,22912409,2191,2.7086024017138413,Weak
1998-09-11,Simon Birch,Buena Vista,3321370,596,18253415,930,5.495748742235884,Strong
1998-09-11,Without Limits,Warner Brothers,56180,5,777423,110,13.83807404770381,Stronger
1998-09-04,Knock Off,Sony,5516231,1800,10319915,1800,1.8708272006737934,Weaker
1998-08-28,54,Miramax,6611532,1859,16757163,1869,2.5345355660382496,Weak
1998-08-28,Why Do Fools Fall in Love?,Warner Brothers,3946382,1369,12461773,1377,3.1577715994042137,Weak
1998-08-21,Blade,Other,17073856,2322,70087718,2389,4.1049730066834345,Strong
1998-08-21,Dance with Me,Sony,4507663,1467,15923122,1467,3.5324561751843473,Strong
1998-08-21,Dead Man on Campus,Paramount,4704688,1797,15064946,1830,3.2021137214625073,Weak
1998-08-21,"Next Stop, Wonderland",Miramax,123055,8,3395581,224,27.594010808175206,Stronger
1998-08-21,Strike!,Miramax,307763,133,907996,133,2.9503091664690038,Weak
1998-08-21,Wrongfully Accused,Warner Brothers,3504630,2062,9623329,2062,2.745890151028782,Weak
1998-08-21,Your Friends and Neighbors,Other,340288,32,4714658,246,13.854905256723717,Stronger
1998-08-14,Air Bud: Golden Receiver,Miramax,2603726,1669,10224116,1669,3.926725008699072,Strong
1998-08-14,How Stella Got Her Groove Back,Fox,11318919,1395,37672941,1399,3.3283161581066176,Strong
1998-08-14,Return to Paradise,Other,2465129,965,8341087,985,3.3836310391869957,Strong
1998-08-14,Slums of Beverly Hills,Other,125561,7,5502773,253,43.825495177642736,Stronger
1998-08-14,The Avengers (1998),Warner Brothers,10305957,2466,23384939,2466,2.2690701115869203,Weaker
1998-08-07,Halloween: H20,Other,16187724,2607,55041738,2669,3.400214755329409,Strong
1998-08-07,Snake Eyes,Paramount,16310373,2713,55591409,2718,3.4083468845255713,Strong
1998-07-31,BASEketball,Universal,3086105,1905,7027290,1910,2.277074176024471,Weaker
1998-07-31,Ever After: A Cinderella Story,Fox,8526904,1767,65705771,2067,7.705700803011268,Stronger
1998-07-31,The Governess,Miramax,57799,6,3719509,135,64.35248014671534,Stronger
1998-07-31,The Negotiator,Warner Brothers,10218831,2436,44547681,2436,4.3593715367247,Strong
1998-07-31,The Parent Trap,Buena Vista,11148497,2247,66308518,2407,5.947754033570624,Strong
1998-07-24,Disturbing Behavior,MGM,7007714,1842,17514980,1842,2.4993856769839637,Weak
1998-07-24,Mafia!,Buena Vista,6577961,1942,19889299,1944,3.0236267743150194,Weak
1998-07-24,Saving Private Ryan,Other,30576104,2463,216540909,2807,7.082030758398781,Stronger
1998-07-17,The Mask of Zorro,Sony,22525855,2515,94095523,2515,4.177223150908145,Strong
1998-07-15,There's Something About Mary,Fox,13740644,2186,176484651,2555,12.843986861168952,Stronger
1998-07-10,Lethal Weapon 4,Warner Brothers,34048124,3117,130444603,3117,3.831183268716949,Strong
1998-07-10,Madeline,Sony,6414668,1863,29967750,1863,4.671753861618403,Strong
1998-07-10,Small Soldiers,Other,14047592,2539,54682547,2613,3.8926633831620396,Strong
1998-07-01,Armageddon,Buena Vista,36089972,3127,201578182,3184,5.585434701916643,Strong
1998-06-26,Doctor Dolittle,Fox,29014324,2777,144156605,2871,4.968463335557981,Strong
1998-06-26,Gone with the Wind (Re-issue) (1998),Other,1192593,214,6750112,214,5.6600298676916605,Strong
1998-06-26,Out of Sight,Universal,12020435,2106,37562568,2112,3.1248925683637907,Weak
1998-06-19,Hav Plenty,Miramax,1102036,413,2284034,413,2.072558428218316,Weaker
1998-06-19,Mulan,Buena Vista,22745143,2888,120620254,2953,5.3031213740885255,Strong
1998-06-19,The X-Files,Fox,30138758,2629,83898313,2650,2.7837349170128376,Weak
1998-06-12,Can't Hardly Wait,Sony,8025910,1987,25605015,1987,3.190294309305736,Weak
1998-06-12,Dirty Work,MGM,3634236,1776,10023282,1776,2.758016265316837,Weak
1998-06-12,"Six Days, Seven Nights",Buena Vista,16485276,2550,74339294,2606,4.509435814116792,Strong
1998-06-05,A Perfect Murder,Warner Brothers,16615704,2845,67638368,2845,4.070749454853072,Strong
1998-06-05,The Truman Show,Paramount,31542121,2315,125618201,2911,3.982554026725089,Strong
1998-05-29,Almost Heroes,Warner Brothers,2837928,2048,6136856,2048,2.162442458018667,Weaker
1998-05-29,Hope Floats,Fox,14210464,2367,60053195,2404,4.225984105796968,Strong
1998-05-29,I Got the Hook-Up!,Miramax,3310349,655,10317779,655,3.1168251444183075,Weak
1998-05-29,The Last Days of Disco,Other,277601,22,3020601,168,10.881088324609781,Stronger
1998-05-22,Fear and Loathing in Las Vegas,Universal,3338590,1126,10680275,1130,3.1990376176769235,Weak
1998-05-22,The Opposite of Sex,Other,102385,5,5881367,165,57.44363920496166,Stronger
1998-05-20,Godzilla,Sony,44047541,3310,136314294,3310,3.094708374299487,Weak
1998-05-15,Bulworth,Fox,141816,2,26528185,2051,187.0605925988605,Stronger
1998-05-15,Quest for Camelot,Warner Brothers,6041602,3107,22510798,3107,3.7259650668812676,Strong
1998-05-15,The Horse Whisperer,Buena Vista,13685488,2039,75383563,2362,5.508284615060859,Strong
1998-05-08,Deep Impact,Paramount,41152375,3156,140464664,3280,3.413282076672367,Strong
1998-05-08,Little Men,Other,77924,111,104255,111,1.3379061649812638,Weaker
1998-05-08,Woo,Other,2517263,625,8064972,625,3.203865468169198,Weak
1998-05-01,Black Dog,Universal,4809375,2025,12951088,2050,2.692883794671865,Weak
1998-05-01,He Got Game,Buena Vista,7610663,1319,21567853,1414,2.833899359359362,Weak
1998-05-01,Les Miserables (1998),Sony,5011840,1477,14096321,1477,2.8126039538373133,Weak
1998-04-24,In God's Hands,Sony,555342,109,1546414,109,2.784615606239038,Weak
1998-04-24,Sliding Doors,Miramax,834817,117,11841544,522,14.184598540758035,Stronger
1998-04-24,Tarzan and the Lost City,Warner Brothers,1110564,1412,2172941,1412,1.956610334928919,Weaker
1998-04-24,The Big Hit,Sony,10809424,2149,27007143,2149,2.4984812326725274,Weak
1998-04-24,Two Girls and a Guy,Other,649423,316,2057193,316,3.1677242721615957,Weak
1998-04-17,Chinese Box,Other,97916,12,2178160,106,22.245189754483434,Stronger
1998-04-17,Major League: Back to the Minors,Warner Brothers,2087011,2322,3572443,2322,1.7117509203353505,Weaker
1998-04-17,Nightwatch,Miramax,585733,300,1179002,300,2.0128659303812486,Weaker
1998-04-17,Paulie,Other,5369800,1553,26875268,1812,5.004891802301762,Strong
1998-04-17,Suicide Kings,Other,558081,135,1740156,152,3.118106511420385,Weak
